Year,ID,Entry, Total , earmarked , other , non-EU , EU-28 , BE , BG , CZ , DK , DE , EE , IE , EL , ES , FR , HR , IT , CY , LV , LT , LU , HU , MT , NL , AT , PL , PT , RO , SI , SK , FI , SE , UK 
2014,1.2.DAG,Decentralised agencies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1.2.OTH,Other actions and programmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1.2.PPA,Pilot projects and preparatory actions,6.0,0.0,0.0,0.0,6.0,1.4,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1.2.SPEC,Actions financed under the prerogatives of the Commission and specific competences conferred to the Commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,SUSTAINABLE GROWTH: NATURAL RESOURCES,"56,584.5","1,500.3",20.2,74.0,"54,989.9",674.0,"1,007.2","1,178.2","1,078.1","6,150.3",181.0,"1,238.1","2,853.3","6,555.1","8,532.8",96.9,"5,505.9",84.5,236.5,624.4,42.1,"1,894.6",19.3,974.6,"1,004.0","5,069.2","1,507.4","2,183.5",264.6,532.0,621.5,928.9,"3,951.7"
2014,2.0.1,European Agricultural Guarantee Fund (EAGF) - Market related expenditure and direct payments,"44,288.1","1,383.1",1.4,0.2,"42,903.4",605.5,602.5,893.4,936.8,"5,183.2",100.5,"1,232.3","2,285.4","5,337.0","7,687.0",96.5,"4,203.9",57.0,148.0,384.3,35.8,"1,334.3",5.7,843.4,714.3,"3,216.9",735.0,"1,334.8",137.2,380.7,524.0,692.9,"3,195.1"
2014,  2.0.10,European Agricultural Guarantee Fund (EAGF) - Market related expenditure and direct payments,"44,288.1","1,383.1",1.4,0.2,"42,903.4",605.5,602.5,893.4,936.8,"5,183.2",100.5,"1,232.3","2,285.4","5,337.0","7,687.0",96.5,"4,203.9",57.0,148.0,384.3,35.8,"1,334.3",5.7,843.4,714.3,"3,216.9",735.0,"1,334.8",137.2,380.7,524.0,692.9,"3,195.1"
2014,,   Direct Aid,"41,659.7","1,080.5",0.0,0.0,"40,579.2",552.4,578.6,878.7,916.8,"5,100.9",99.1,"1,226.8","2,246.4","4,914.9","7,138.9",93.2,"3,702.0",51.7,143.8,374.1,33.1,"1,284.7",5.3,805.8,695.3,"2,982.3",634.3,"1,259.6",130.5,371.5,519.4,679.4,"3,159.9"
2014,,   Export refunds,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.1
2014,,   Storage,5.1,0.0,0.0,0.0,5.1,0.4,0.0,0.0,0.1,0.7,0.0,0.5,0.0,0.1,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
2014,,   Other,"2,618.8",302.7,1.4,0.2,"2,314.6",52.7,23.9,14.7,19.9,81.1,1.4,5.0,39.0,422.0,546.6,3.3,498.3,5.3,4.3,10.2,2.7,49.6,0.4,36.2,19.0,234.5,100.4,75.2,6.6,9.1,4.6,13.5,35.0
2014,2.0.2,European Agricultural Fund for Rural Development (EAFRD),"11,190.0",87.7,1.8,0.0,"11,100.5",23.0,393.8,283.3,89.3,933.6,62.1,0.0,550.7,964.3,798.1,0.0,"1,203.3",22.9,58.8,232.4,2.1,550.4,11.4,111.0,284.8,"1,707.9",736.9,822.8,118.1,148.4,80.5,221.3,689.4
2014,2.0.3,"European Maritime and Fisheries Fund (EMFF), Regional Fisheries Management Organisations (RFMOs) and Sustainable Fisheries Agreements (SFAs)",757.2,17.4,3.3,70.3,666.2,10.0,10.0,0.0,8.7,15.2,17.0,3.8,7.4,201.4,31.3,0.0,60.0,3.2,17.7,6.3,1.6,3.2,1.9,6.7,0.3,132.9,33.3,24.5,5.3,1.3,4.9,10.1,48.1
2014,2.0.31,European Maritime and Fisheries Fund (EMFF),683.6,16.8,3.3,0.6,662.9,10.0,10.0,0.0,8.7,15.1,17.0,3.8,7.4,200.1,31.3,0.0,58.9,3.2,17.7,6.3,1.6,3.2,1.9,6.7,0.3,132.9,33.3,24.5,5.3,1.3,4.9,10.1,47.3
2014,2.0.32,Regional Fisheries Management Organisations (RFMOs) and Sustainable Fisheries Agreements (SFAs),73.5,0.5,0.0,69.7,3.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
2014,2.0.4,Programme for the Environment and Climate Action (LIFE+),270.4,6.1,13.1,2.4,248.9,32.3,0.9,1.6,5.4,18.0,1.5,2.0,9.2,42.6,14.0,0.4,35.4,1.4,11.9,1.3,2.7,5.2,0.3,10.5,4.6,11.5,2.1,1.4,3.9,1.7,4.2,4.4,18.5
2014,2.0.DAG,Decentralised agencies,58.7,5.9,0.0,0.0,52.9,0.0,0.0,0.0,36.4,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0
2014,2.0.OTH,Other actions and programmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2.0.PPA,Pilot projects and preparatory actions,17.1,0.1,0.7,1.1,15.2,0.6,0.0,0.0,1.4,0.4,0.0,0.0,0.6,1.1,2.4,0.0,2.9,0.0,0.0,0.0,0.0,1.6,0.0,3.0,0.0,0.0,0.2,0.0,0.1,0.0,0.2,0.2,0.4
2014,2.0.SPEC,Actions financed under the prerogatives of the Commission and specific competences conferred to the Commission,3.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3,SECURITY AND CITIZENSHIP,"1,711.0",40.3,3.9,20.3,"1,646.5",231.1,14.9,12.0,10.3,99.0,8.1,19.8,38.4,75.3,128.2,85.5,211.7,8.1,9.9,37.0,14.3,18.6,17.0,164.0,41.6,108.6,29.8,21.4,8.8,5.6,14.3,76.8,136.6
2014,3.0.1,"Asylum, Migration and Integration Fund",186.0,5.9,0.0,4.2,175.9,7.1,5.1,1.1,0.0,26.6,0.7,0.7,3.8,11.9,8.6,1.0,47.9,2.7,1.0,1.6,1.3,2.4,2.4,8.0,5.0,4.2,2.1,0.5,0.7,0.7,0.7,7.4,20.7
2014,3.0.2,Internal Security Fund,214.4,7.6,1.3,2.6,202.9,8.2,3.8,1.9,1.6,16.9,4.8,1.7,23.0,9.3,9.9,0.1,29.8,2.5,4.1,21.2,0.1,7.4,1.3,11.2,2.3,5.7,3.0,12.5,1.4,0.5,8.0,2.1,8.6
2014,3.0.3,IT Systems,31.7,4.3,0.0,0.0,27.4,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3.0.4,Justice Programme,40.1,1.2,0.2,0.0,38.7,21.2,0.2,0.2,0.0,1.9,0.0,0.1,0.2,1.4,1.0,0.0,2.2,0.0,0.3,0.1,0.2,0.2,0.0,2.2,0.2,0.0,0.5,0.9,0.1,0.0,0.2,0.0,5.3
2014,3.0.5,"Rights, Equality and Citizenship programme",46.8,2.3,0.3,0.7,43.4,11.8,0.6,0.7,0.1,3.8,0.2,0.5,0.7,1.3,2.5,0.3,5.8,0.4,0.2,0.4,0.4,0.4,0.1,4.5,2.1,0.8,0.0,0.5,0.7,0.1,0.5,0.7,3.4
2014,3.0.6,Union Civil Protection Mechanism - Heading 3,28.4,0.5,0.5,0.6,26.7,2.0,0.0,0.0,0.4,3.6,0.0,0.0,1.2,1.7,0.7,0.3,6.2,0.7,0.2,0.3,0.5,0.2,0.1,2.5,0.8,0.0,0.3,0.1,0.3,0.0,0.3,1.7,2.6
2014,3.0.7,Europe for Citizens,26.4,0.4,0.0,0.2,25.9,5.3,0.4,0.5,0.0,3.1,0.1,0.2,0.3,0.9,3.6,0.3,2.3,0.1,0.4,0.3,0.0,2.1,0.1,0.6,0.5,1.0,0.2,0.8,0.3,1.2,0.2,0.2,0.9
2014,3.0.8,Food and feed,219.0,0.5,1.0,0.6,217.0,17.0,2.4,1.6,1.3,14.2,0.5,12.1,5.1,33.9,28.6,1.6,19.5,0.9,2.2,4.1,2.4,2.7,0.4,6.3,1.8,10.6,4.5,3.3,1.0,1.2,0.6,0.8,36.5
2014,3.0.9,Union action in the field of health (Health Programme),48.1,0.2,0.2,2.6,45.1,10.0,0.3,0.3,1.7,2.3,0.2,0.7,0.9,3.2,3.5,0.3,3.6,0.1,0.1,0.3,5.4,0.4,0.1,3.0,0.8,0.5,0.6,0.2,0.6,0.3,0.8,0.5,4.4
2014,3.0.10,Consumer Programme,19.7,0.0,0.2,0.5,18.9,9.9,0.0,0.0,0.1,0.6,0.0,0.1,0.0,0.3,1.2,0.1,0.4,0.0,0.0,0.2,2.2,0.1,0.1,1.6,0.1,0.0,0.1,0.1,0.1,0.0,0.3,0.4,0.7
2014,3.0.11,Creative Europe Programme,192.0,5.6,0.3,5.8,180.4,32.1,1.1,4.9,4.6,20.4,1.0,2.8,1.6,8.5,44.2,1.3,11.0,0.2,0.6,0.6,1.0,1.5,0.1,7.5,5.8,3.9,2.2,1.0,2.9,0.5,2.2,5.7,11.1
2014,3.0.DAG,Decentralised agencies,476.2,11.1,0.0,0.0,465.1,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,78.8,0.0,0.0,7.3,0.0,0.0,12.1,114.1,21.1,79.5,14.8,0.0,0.0,0.0,0.0,56.5,38.3
2014,3.0.OTH,Other actions and programmes,0.6,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3.0.PPA,Pilot projects and preparatory actions,11.4,0.0,0.0,0.0,11.4,3.4,0.1,0.0,0.0,0.7,0.0,0.1,0.0,0.2,2.0,0.0,1.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,2.0
2014,3.0.SPEC,Actions financed under the prerogatives of the Commission and specific competences conferred to the Commission,170.2,0.6,0.0,2.5,167.1,34.3,0.8,0.8,0.6,4.9,0.4,0.8,1.5,2.6,21.0,80.3,2.9,0.5,0.6,0.6,0.7,0.9,0.2,1.5,1.0,2.3,1.5,1.3,0.5,1.0,0.5,0.9,2.1
2014,4,GLOBAL EUROPE,"7,205.8",296.2,"1,387.0","5,437.0",85.5,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.1,0.0,0.0,5.2,0.0,0.0,0.0,13.3,0.0,23.8,0.3,0.0,0.0,0.0,0.0
2014,4.0.1,Instrument for Pre-accession Assistance (IPA),"1,314.6",65.9,230.9,932.3,85.5,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.1,0.0,0.0,5.2,0.0,0.0,0.0,13.3,0.0,23.8,0.3,0.0,0.0,0.0,0.0
2014,4.0.OTH,other,"5,891.2",230.3,"1,156.1","4,504.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,5,ADMINISTRATION,"8,819.3",478.1,481.2,179.1,"7,680.9","4,725.4",12.2,15.4,51.6,205.9,8.9,46.1,37.5,97.2,339.0,9.1,257.5,10.0,9.2,10.4,"1,393.1",15.1,7.4,95.8,21.8,29.8,33.6,20.3,9.1,10.2,27.4,32.6,149.3
2014,6,COMPENSATIONS,28.6,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,8,NEGATIVE RESERVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,9,SPECIAL INSTRUMENTS,464.9,38.3,0.0,0.0,426.7,0.1,0.0,15.9,6.4,362.8,0.0,0.0,6.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,21.7,0.0,0.0,2.5,0.0,0.0,9.8,0.0,0.3
2014,10,Total Expenditure,"142,497.0","3,773.3","3,583.6","6,575.2","128,564.9","7,044.3","2,255.4","4,377.2","1,511.7","11,484.5",667.6,"1,563.1","7,095.0","11,538.5","13,479.1",584.3,"10,695.2",272.9,"1,062.2","1,885.9","1,713.9","6,620.2",254.9,"2,014.4","1,572.6","17,436.1","4,943.0","5,943.9","1,142.5","1,668.8","1,061.9","1,691.0","6,984.7"
2015,1,SMART AND INCLUSIVE GROWTH,"68,009.2","1,097.1","1,282.8","1,723.7","63,905.6","1,567.6","1,539.3","5,912.6",388.3,"4,617.3",208.1,323.4,"3,322.4","6,678.2","4,891.9",255.1,"6,280.0",99.0,710.9,296.9,190.2,"3,774.7",96.0,"1,158.9",569.8,"8,152.3","1,428.1","3,469.9",700.7,"3,147.9",315.3,438.5,"3,372.3"
2015,1.1,Competitiveness for growth and jobs,"16,801.9",851.2,"1,228.0","1,690.0","13,032.7","1,155.6",118.1,104.1,285.6,"1,913.1",53.4,194.3,254.7,"1,220.1","2,221.1",32.5,"1,060.2",36.6,47.9,99.0,175.3,81.5,19.1,962.5,307.2,166.8,212.4,77.4,76.3,61.6,208.4,298.5,"1,589.6"
2015,1.1.1,Large infrastructure projects,"1,784.1",23.1,155.8,83.0,"1,522.2",14.9,0.0,0.0,0.4,167.6,0.0,0.3,0.0,80.5,963.8,0.0,193.1,0.0,0.0,0.0,4.4,0.3,0.0,0.7,1.1,3.0,4.1,0.0,0.0,0.0,0.9,0.4,86.4
